batch_id,ingestion_time,icao24,callsign,longitude,latitude,baro_altitude,velocity
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,080010,PAT779,-114.4206,34.7958,11155.68,179.12
