batch_id,ingestion_time,icao24,callsign,longitude,latitude,baro_altitude,velocity
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,341318,TR70,-3.5749,40.4578,-1.0,6.94
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,34134e,IBE06EY,-1.697,40.1239,8923.02,167.14
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342059,IBE06SC,-1.6901,41.1506,8641.08,270.51
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,34208d,SGP403,-3.3277,40.4183,3764.28,147.07
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342090,IBS15BY,-15.2813,29.0299,7894.32,231.89
331756c9-e4fa-40da-9233-991cee0347d1,2026-01-30T15:50:05.127211,3420cc,IBE0674,-3.5594,40.5571,838.2,70.5
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342104,IBS1893,-3.7603,43.0551,10988.04,221.42
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342105,IBS15CR,-4.8293,38.6189,10058.4,212.16
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342107,FIN01AD,20.2115,57.5549,10363.2,233.0
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342211,FIN08PL,17.3286,57.8151,9753.6,226.2
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342398,VLG47FV,-8.2035,36.3073,10980.42,241.86
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,3424d2,VLG76MF,2.0704,41.2966,-1.0,4.89
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,3424d4,VLG2RW,-0.6015,51.1569,4389.12,157.39
7bb4dd79-9427-4388-82fe-539be9319423,2026-01-30T15:49:03.578906,342581,VLG91MV,2.0815,41.2875,-1.0,9.26
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342582,VLG6XW,2.5683,38.6178,11269.98,210.41
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,34258f,VLG32GX,5.3107,43.2093,1325.88,114.17
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342591,VLG97E,7.0882,45.2277,11277.6,241.91
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,342592,VLG77AM,-1.0202,48.5908,10370.82,244.31
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,34260e,IBE0469,-8.0035,42.4033,3238.5,141.12
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,343046,VLG94KJ,10.6697,44.9284,9906.0,218.09
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,343141,IBS1621,-4.4729,38.9815,10081.26,207.64
331756c9-e4fa-40da-9233-991cee0347d1,2026-01-30T15:50:05.127211,34318a,GES121L,7.7479,46.3496,11292.84,119.51
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,343194,VLG2UP,0.8858,43.1811,9761.22,195.25
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,343386,VLG3BJ,-8.3012,43.3052,1691.64,120.25
aff5aa9c-929e-4a49-88ac-159831e066be,2026-01-30T15:51:06.781937,343650,ANE60GG,0.4477,45.036,9753.6,250.65
